id,participant_id,task,item,item_id,item_type,version,version_id,condition,trial_index,trial_id,block_id,key_press,response,correct_response,is_correct,reaction_time
1841,22,WM,166,166,filler,1,,au,458,2_20,2,c,Same,Different,False,2255.0
1842,22,PV,156,156,filler,,,F,459,2_21,2,1,True,False,False,3485.0
1843,22,PV,167,167,filler,,,F,462,2_22,2,1,True,True,True,1902.0
1844,22,WM,167,167,filler,1,,au,464,2_22,2,b,Different,Different,True,941.0
1845,22,PV,64,64,critical,,,au,467,2_23,2,1,True,True,True,2561.0
1846,22,WM,64,64,critical,1,,au,469,2_23,2,c,Same,Same,True,1331.0
1847,22,PV,29,29,critical,,,vi,472,2_24,2,3,False,True,False,2146.0
1848,22,WM,29,29,critical,1,,au,474,2_24,2,c,Same,Same,True,1072.0
1849,22,PV,99,99,filler,,,au,477,2_25,2,3,False,False,True,1627.0
1850,22,WM,99,99,filler,1,,au,479,2_25,2,b,Different,Different,True,1281.0
1851,22,PV,143,143,filler,,,au,484,2_26,2,3,False,False,True,3439.0
1852,22,WM,143,143,filler,3,,vi,488,2_26,2,b,Different,Different,True,1107.0
1853,22,PV,39,39,critical,,,au,489,2_27,2,1,True,True,True,1930.0
1854,22,PV,106,106,filler,,,au,492,2_28,2,3,False,False,True,1660.0
1855,22,WM,106,106,filler,3,,au,494,2_28,2,b,Different,Different,True,380.0
1856,22,PV,114,114,filler,,,vi,495,2_29,2,3,False,False,True,3301.0
1857,22,PV,88,88,filler,,,vi,500,2_30,2,3,False,False,True,1476.0
1858,22,WM,88,88,filler,3,,vi,504,2_30,2,b,Different,Different,True,778.0
1859,22,PV,112,112,filler,,,vi,505,2_31,2,3,False,False,True,1624.0
1860,22,PV,5,5,critical,,,vi,506,2_32,2,1,True,True,True,1613.0
1861,22,PV,117,117,filler,,,vi,509,2_33,2,3,False,False,True,1578.0
1862,22,WM,117,117,filler,1,,au,511,2_33,2,b,Different,Different,True,859.0
1863,22,PV,126,126,filler,,,vi,514,2_34,2,1,True,False,False,2203.0
1864,22,WM,126,126,filler,3,,au,516,2_34,2,b,Different,Different,True,310.0
1865,22,PV,11,11,critical,,,vi,519,2_35,2,1,True,True,True,1397.0
1866,22,WM,11,11,critical,1,,vi,521,2_35,2,c,Same,Same,True,793.0
1867,22,PV,169,169,filler,,,F,522,2_36,2,1,True,True,True,1303.0
1868,22,PV,127,127,filler,,,au,523,2_37,2,3,False,False,True,1530.0
1869,22,PV,96,96,filler,,,au,524,2_38,2,1,True,False,False,1706.0
1870,22,PV,34,34,critical,,,vi,527,2_39,2,1,True,True,True,1481.0
1871,22,WM,34,34,critical,3,,au,529,2_39,2,c,Same,Same,True,899.0
1872,22,PV,44,44,critical,,,au,532,2_40,2,1,True,True,True,1383.0
1873,22,WM,44,44,critical,1,,vi,534,2_40,2,c,Same,Same,True,754.0
1874,22,PV,155,155,filler,,,F,535,2_41,2,1,True,False,False,2867.0
1875,22,PV,144,144,filler,,,au,540,2_42,2,3,False,False,True,1586.0
1876,22,WM,144,144,filler,3,,vi,544,2_42,2,b,Different,Different,True,1086.0
1877,22,PV,129,129,filler,,,au,545,2_43,2,3,False,False,True,1734.0
1878,22,PV,78,78,filler,,,vi,546,2_44,2,1,True,False,False,3941.0
1879,22,PV,104,104,filler,,,au,549,2_45,2,3,False,False,True,1622.0
1880,22,WM,104,104,filler,3,,au,551,2_45,2,b,Different,Different,True,234.0
1881,22,PV,153,153,filler,,,F,556,2_46,2,1,True,False,False,1937.0
1882,22,WM,153,153,filler,3,,vi,560,2_46,2,c,Same,Same,True,818.0
1883,22,PV,125,125,filler,,,vi,563,2_47,2,3,False,False,True,2068.0
1884,22,WM,125,125,filler,3,,au,565,2_47,2,b,Different,Different,True,312.0
1885,22,PV,162,162,filler,,,F,568,2_48,2,3,False,False,True,1966.0
1886,22,WM,162,162,filler,3,,au,570,2_48,2,b,Different,Same,False,512.0
1887,22,PV,75,75,filler,,,vi,571,2_49,2,3,False,False,True,2231.0
1888,22,PV,71,71,critical,,,au,574,2_50,2,1,True,True,True,2129.0
1889,22,WM,71,71,critical,3,,au,576,2_50,2,c,Same,Same,True,640.0
1890,22,PV,83,83,filler,,,vi,579,2_51,2,1,True,False,False,1495.0
1891,22,WM,83,83,filler,1,,vi,581,2_51,2,c,Same,Different,False,1285.0
1892,22,PV,15,15,critical,,,vi,586,2_52,2,1,True,True,True,1420.0
1893,22,WM,15,15,critical,3,,vi,590,2_52,2,c,Same,Same,True,620.0
1894,22,PV,30,30,critical,,,vi,593,2_53,2,1,True,True,True,2331.0
1895,22,WM,30,30,critical,1,,au,595,2_53,2,c,Same,Same,True,776.0
1896,22,PV,142,142,filler,,,au,600,2_54,2,3,False,False,True,1384.0
1897,22,WM,142,142,filler,3,,vi,604,2_54,2,b,Different,Different,True,521.0
1898,22,PV,163,163,filler,,,F,607,2_55,2,3,False,False,True,1560.0
1899,22,WM,163,163,filler,3,,au,609,2_55,2,c,Same,Same,True,1147.0
1900,22,PV,154,154,filler,,,F,614,2_56,2,3,False,False,True,1745.0
1901,22,WM,154,154,filler,3,,vi,618,2_56,2,c,Same,Same,True,394.0
1902,22,PV,102,102,filler,,,au,621,2_57,2,3,False,False,True,1664.0
1903,22,WM,102,102,filler,1,,au,623,2_57,2,b,Different,Different,True,2855.0
1904,22,PV,19,19,critical,,,vi,624,2_58,2,1,True,True,True,1378.0
1905,22,PV,69,69,critical,,,au,627,2_59,2,3,False,True,False,1639.0
1906,22,WM,69,69,critical,3,,au,629,2_59,2,c,Same,Same,True,316.0
1907,22,PV,54,54,critical,,,au,634,2_60,2,1,True,True,True,1046.0
1908,22,WM,54,54,critical,3,,vi,638,2_60,2,c,Same,Same,True,273.0
1909,22,PV,84,84,filler,,,vi,641,2_61,2,3,False,False,True,2943.0
1910,22,WM,84,84,filler,1,,vi,643,2_61,2,b,Different,Different,True,3367.0
1911,22,PV,62,62,critical,,,au,648,3_0,3,1,True,True,True,2485.0
1912,22,WM,62,62,critical,1,,au,650,3_0,3,c,Same,Same,True,726.0
1913,22,PV,124,124,filler,,,vi,653,3_1,3,3,False,False,True,1527.0
1914,22,WM,124,124,filler,3,,au,655,3_1,3,b,Different,Different,True,956.0
1915,22,PV,119,119,filler,,,vi,658,3_2,3,3,False,False,True,1041.0
1916,22,WM,119,119,filler,1,,au,660,3_2,3,b,Different,Different,True,465.0
1917,22,PV,128,128,filler,,,au,661,3_3,3,3,False,False,True,1471.0
1918,22,PV,160,160,filler,,,F,664,3_4,3,3,False,False,True,1719.0
1919,22,WM,160,160,filler,1,,au,666,3_4,3,c,Same,Same,True,563.0
1920,22,PV,57,57,critical,,,au,667,3_5,3,1,True,True,True,1880.0
1921,22,PV,146,146,filler,,,F,668,3_6,3,3,False,False,True,1670.0
1922,22,PV,2,2,critical,,,vi,669,3_7,3,1,True,True,True,1464.0
1923,22,PV,68,68,critical,,,au,672,3_8,3,1,True,True,True,1372.0
1924,22,WM,68,68,critical,3,,au,674,3_8,3,c,Same,Same,True,616.0
1925,22,PV,26,26,critical,,,vi,677,3_9,3,1,True,True,True,1130.0
1926,22,WM,26,26,critical,1,,au,679,3_9,3,c,Same,Same,True,546.0
1927,22,PV,94,94,filler,,,au,680,3_10,3,3,False,False,True,1341.0
1928,22,PV,109,109,filler,,,vi,681,3_11,3,3,False,False,True,1227.0
1929,22,PV,115,115,filler,,,vi,684,3_12,3,3,False,False,True,1318.0
1930,22,WM,115,115,filler,1,,au,686,3_12,3,b,Different,Different,True,734.0
1931,22,PV,120,120,filler,,,vi,689,3_13,3,3,False,False,True,1929.0
1932,22,WM,120,120,filler,1,,au,691,3_13,3,b,Different,Different,True,1011.0
1933,22,PV,41,41,critical,,,au,692,3_14,3,1,True,True,True,2187.0
1934,22,PV,93,93,filler,,,au,693,3_15,3,3,False,False,True,2131.0
1935,22,PV,40,40,critical,,,au,694,3_16,3,1,True,True,True,1268.0
1936,22,PV,35,35,critical,,,vi,697,3_17,3,1,True,True,True,1246.0
1937,22,WM,35,35,critical,3,,au,699,3_17,3,c,Same,Same,True,550.0
1938,22,PV,159,159,filler,,,F,702,3_18,3,3,False,False,True,1268.0
1939,22,WM,159,159,filler,1,,au,704,3_18,3,c,Same,Same,True,535.0
1940,22,PV,135,135,filler,,,au,707,3_19,3,3,False,False,True,1393.0
1941,22,WM,135,135,filler,1,,vi,709,3_19,3,b,Different,Different,True,1225.0
1942,22,PV,171,171,filler,,,F,712,3_20,3,1,True,True,True,1327.0
1943,22,WM,171,171,filler,3,,au,714,3_20,3,b,Different,Different,True,994.0
1944,22,PV,110,110,filler,,,vi,715,3_21,3,3,False,False,True,1477.0
1945,22,PV,108,108,filler,,,au,718,3_22,3,3,False,False,True,1333.0
1946,22,WM,108,108,filler,3,,au,720,3_22,3,b,Different,Different,True,233.0
1947,22,PV,28,28,critical,,,vi,723,3_23,3,3,False,True,False,1922.0
1948,22,WM,28,28,critical,1,,au,725,3_23,3,c,Same,Same,True,398.0
1949,22,PV,82,82,filler,,,vi,728,3_24,3,3,False,False,True,1258.0
1950,22,WM,82,82,filler,1,,vi,730,3_24,3,b,Different,Different,True,984.0
1951,22,PV,45,45,critical,,,au,733,3_25,3,1,True,True,True,1529.0
1952,22,WM,45,45,critical,1,,vi,735,3_25,3,c,Same,Same,True,555.0
1953,22,PV,32,32,critical,,,vi,738,3_26,3,1,True,True,True,1305.0
1954,22,WM,32,32,critical,3,,au,740,3_26,3,c,Same,Same,True,1391.0
1955,22,PV,179,179,filler,,,F,743,3_27,3,1,True,True,True,1524.0
1956,22,WM,179,179,filler,1,,vi,745,3_27,3,b,Different,Different,True,784.0
1957,22,PV,131,131,filler,,,au,746,3_28,3,3,False,False,True,1852.0
1958,22,PV,145,145,filler,,,F,747,3_29,3,3,False,False,True,1269.0
1959,22,PV,113,113,filler,,,vi,748,3_30,3,3,False,False,True,1567.0
1960,22,PV,139,139,filler,,,au,753,3_31,3,3,False,False,True,2499.0
1961,22,WM,139,139,filler,3,,vi,757,3_31,3,b,Different,Different,True,955.0
1962,22,PV,181,181,filler,,,F,760,3_32,3,1,True,True,True,1331.0
1963,22,WM,181,181,filler,1,,vi,762,3_32,3,b,Different,Different,True,885.0
1964,22,PV,137,137,filler,,,au,765,3_33,3,3,False,False,True,1438.0
1965,22,WM,137,137,filler,1,,vi,767,3_33,3,b,Different,Different,True,1648.0
1966,22,PV,10,10,critical,,,vi,770,3_34,3,1,True,True,True,2071.0
1967,22,WM,10,10,critical,1,,vi,772,3_34,3,c,Same,Same,True,741.0
1968,22,PV,140,140,filler,,,au,777,3_35,3,3,False,False,True,1498.0
1969,22,WM,140,140,filler,3,,vi,781,3_35,3,b,Different,Different,True,675.0
1970,22,PV,18,18,critical,,,vi,786,3_36,3,1,True,True,True,1732.0
1971,22,WM,18,18,critical,3,,vi,790,3_36,3,c,Same,Same,True,1023.0
1972,22,PV,130,130,filler,,,au,791,3_37,3,3,False,False,True,3409.0
1973,22,PV,176,176,filler,,,F,794,3_38,3,1,True,True,True,1492.0
1974,22,WM,176,176,filler,3,,au,796,3_38,3,c,Same,Different,False,896.0
1975,22,PV,23,23,critical,,,vi,797,3_39,3,1,True,True,True,1524.0
1976,22,PV,85,85,filler,,,vi,802,3_40,3,3,False,False,True,2460.0
1977,22,WM,85,85,filler,3,,vi,806,3_40,3,b,Different,Different,True,1530.0
1978,22,PV,70,70,critical,,,au,809,3_41,3,1,True,True,True,1988.0
1979,22,WM,70,70,critical,3,,au,811,3_41,3,c,Same,Same,True,577.0
1980,22,PV,180,180,filler,,,F,814,3_42,3,1,True,True,True,1163.0
1981,22,WM,180,180,filler,1,,vi,816,3_42,3,b,Different,Different,True,664.0
1982,22,PV,24,24,critical,,,vi,817,3_43,3,1,True,True,True,1575.0
1983,22,PV,16,16,critical,,,vi,822,3_44,3,1,True,True,True,989.0
1984,22,WM,16,16,critical,3,,vi,826,3_44,3,c,Same,Same,True,322.0
1985,22,PV,66,66,critical,,,au,829,3_45,3,1,True,True,True,1114.0
1986,22,WM,66,66,critical,1,,au,831,3_45,3,c,Same,Same,True,532.0
1987,22,PV,170,170,filler,,,F,832,3_46,3,1,True,True,True,1603.0
1988,22,PV,79,79,filler,,,vi,835,3_47,3,3,False,False,True,1772.0
1989,22,WM,79,79,filler,1,,vi,837,3_47,3,c,Same,Different,False,1085.0
1990,22,PV,149,149,filler,,,F,840,3_48,3,3,False,False,True,1413.0
1991,22,WM,149,149,filler,1,,vi,842,3_48,3,c,Same,Same,True,566.0
1992,22,PV,121,121,filler,,,vi,845,3_49,3,3,False,False,True,1843.0
1993,22,WM,121,121,filler,3,,au,847,3_49,3,b,Different,Different,True,355.0
1994,22,PV,86,86,filler,,,vi,852,3_50,3,3,False,False,True,2133.0
1995,22,WM,86,86,filler,3,,vi,856,3_50,3,c,Same,Different,False,868.0
1996,22,PV,49,49,critical,,,au,861,3_51,3,1,True,True,True,1158.0
1997,22,WM,49,49,critical,3,,vi,865,3_51,3,c,Same,Same,True,407.0
1998,22,PV,168,168,filler,,,F,868,3_52,3,1,True,True,True,1651.0
1999,22,WM,168,168,filler,1,,au,870,3_52,3,b,Different,Different,True,1089.0
2000,22,PV,8,8,critical,,,vi,873,3_53,3,1,True,True,True,1652.0
2001,22,WM,8,8,critical,1,,vi,875,3_53,3,c,Same,Same,True,784.0
2002,22,PV,51,51,critical,,,au,880,3_54,3,1,True,True,True,1442.0
2003,22,WM,51,51,critical,3,,vi,884,3_54,3,c,Same,Same,True,659.0
2004,22,PV,150,150,filler,,,F,887,3_55,3,3,False,False,True,1503.0
2005,22,WM,150,150,filler,1,,vi,889,3_55,3,c,Same,Same,True,1080.0
2006,22,PV,46,46,critical,,,au,892,3_56,3,3,False,True,False,1773.0
2007,22,WM,46,46,critical,1,,vi,894,3_56,3,c,Same,Same,True,865.0
2008,22,PV,59,59,critical,,,au,895,3_57,3,1,True,True,True,2223.0
2009,22,PV,73,73,filler,,,vi,896,3_58,3,3,False,False,True,1974.0
2010,22,PV,97,97,filler,,,au,899,3_59,3,3,False,False,True,1402.0
2011,22,WM,97,97,filler,1,,au,901,3_59,3,b,Different,Different,True,820.0
2012,22,PV,4,4,critical,,,vi,902,3_60,3,1,True,True,True,1442.0
2013,22,PV,158,158,filler,,,F,903,3_61,3,3,False,False,True,1136.0
2014,25,PV,pv_practice_1,pv_practice_1,practice,,,au,8,pv_practice_1_1,pv_practice_1,1,True,True,True,2333.0
2015,25,PV,pv_practice_4,pv_practice_4,practice,,,o,10,pv_practice_1_4,pv_practice_1,1,True,True,True,1164.0
2016,25,PV,pv_practice_3,pv_practice_3,practice,,,o,12,pv_practice_1_3,pv_practice_1,3,False,False,True,1616.0
2017,25,PV,pv_practice_2,pv_practice_2,practice,,,vi,14,pv_practice_1_2,pv_practice_1,3,False,False,True,1367.0
2018,25,WM,aud_practice_4,aud_practice_4,practice,1,,au,22,aud_practice_1_4,aud_practice_1,b,Different,Different,True,1034.0
2019,25,WM,aud_practice_2,aud_practice_2,practice,3,,au,28,aud_practice_1_2,aud_practice_1,c,Same,Different,False,5059.0
2020,25,WM,aud_practice_3,aud_practice_3,practice,3,,au,34,aud_practice_1_3,aud_practice_1,c,Same,Same,True,1287.0
2021,25,WM,aud_practice_1,aud_practice_1,practice,1,,au,40,aud_practice_1_1,aud_practice_1,c,Same,Same,True,1079.0
2022,25,WM,vis_practice_3,vis_practice_3,practice,3,,vi,52,vis_practice_1_3,vis_practice_1,c,Same,Same,True,1567.0
2023,25,WM,vis_practice_2,vis_practice_2,practice,3,,vi,62,vis_practice_1_2,vis_practice_1,b,Different,Different,True,777.0
2024,25,WM,vis_practice_4,vis_practice_4,practice,1,,vi,68,vis_practice_1_4,vis_practice_1,b,Different,Different,True,1263.0
2025,25,WM,vis_practice_1,vis_practice_1,practice,1,,vi,74,vis_practice_1_1,vis_practice_1,c,Same,Same,True,747.0
2026,25,PV,p_1,p_1,practice,,,au,80,1_0,1,3,False,False,True,2771.0
2027,25,WM,p_1,p_1,practice,1,,au,82,1_0,1,c,Same,Same,True,3181.0
2028,25,PV,p_2,p_2,practice,,,o,85,1_1,1,1,True,True,True,2790.0
2029,25,WM,p_2,p_2,practice,3,,au,87,1_1,1,b,Different,Different,True,1585.0
2030,25,PV,p_3,p_3,practice,,,o,90,1_2,1,1,True,True,True,1551.0
2031,25,WM,p_3,p_3,practice,1,,vi,92,1_2,1,b,Different,Different,True,1265.0
2032,25,PV,p_4,p_4,practice,,,vi,97,1_3,1,3,False,False,True,1546.0
2033,25,WM,p_4,p_4,practice,3,,vi,101,1_3,1,c,Same,Same,True,2309.0
2034,25,PV,76,76,filler,,,vi,102,1_0,1,3,False,False,True,1544.0
2035,25,PV,11,11,critical,,,vi,105,1_1,1,1,True,True,True,1382.0
2036,25,WM,11,11,critical,3,,au,107,1_1,1,c,Same,Same,True,1432.0
2037,25,PV,112,112,filler,,,vi,108,1_2,1,3,False,False,True,2085.0
2038,25,PV,36,36,critical,,,vi,111,1_3,1,3,False,True,False,2191.0
2039,25,WM,36,36,critical,1,,au,113,1_3,1,c,Same,Same,True,1418.0
2040,25,PV,138,138,filler,,,au,116,1_4,1,3,False,False,True,4639.0
2041,25,WM,138,138,filler,1,,vi,118,1_4,1,b,Different,Different,True,2268.0
2042,25,PV,162,162,filler,,,F,121,1_5,1,3,False,False,True,1815.0
2043,25,WM,162,162,filler,3,,au,123,1_5,1,c,Same,Same,True,1116.0
2044,25,PV,70,70,critical,,,au,126,1_6,1,1,True,True,True,1480.0
2045,25,WM,70,70,critical,1,,au,128,1_6,1,c,Same,Same,True,1290.0
2046,25,PV,149,149,filler,,,F,131,1_7,1,3,False,False,True,1984.0
2047,25,WM,149,149,filler,1,,vi,133,1_7,1,c,Same,Same,True,1057.0
2048,25,PV,14,14,critical,,,vi,136,1_8,1,3,False,True,False,1061.0
2049,25,WM,14,14,critical,1,,vi,138,1_8,1,c,Same,Same,True,573.0
2050,25,PV,83,83,filler,,,vi,141,1_9,1,1,True,False,False,1264.0
2051,25,WM,83,83,filler,1,,vi,143,1_9,1,b,Different,Different,True,678.0
2052,25,PV,26,26,critical,,,vi,148,1_10,1,1,True,True,True,1163.0
2053,25,WM,26,26,critical,3,,vi,152,1_10,1,c,Same,Same,True,1275.0
2054,25,PV,64,64,critical,,,au,157,1_11,1,1,True,True,True,1701.0
2055,25,WM,64,64,critical,3,,vi,161,1_11,1,c,Same,Same,True,849.0
2056,25,PV,103,103,filler,,,au,164,1_12,1,3,False,False,True,1843.0
2057,25,WM,103,103,filler,3,,au,166,1_12,1,b,Different,Different,True,992.0
2058,25,PV,181,181,filler,,,F,169,1_13,1,1,True,True,True,1141.0
2059,25,WM,181,181,filler,1,,vi,171,1_13,1,b,Different,Different,True,623.0
2060,25,PV,109,109,filler,,,vi,172,1_14,1,3,False,False,True,2211.0
2061,25,PV,90,90,filler,,,vi,177,1_15,1,3,False,False,True,1961.0
2062,25,WM,90,90,filler,3,,vi,181,1_15,1,b,Different,Different,True,589.0
2063,25,PV,24,24,critical,,,vi,182,1_16,1,1,True,True,True,1490.0
2064,25,PV,17,17,critical,,,vi,185,1_17,1,1,True,True,True,2414.0
2065,25,WM,17,17,critical,1,,vi,187,1_17,1,c,Same,Same,True,1067.0
2066,25,PV,115,115,filler,,,vi,190,1_18,1,3,False,False,True,1439.0
2067,25,WM,115,115,filler,1,,au,192,1_18,1,b,Different,Different,True,1001.0
2068,25,PV,183,183,filler,,,F,197,1_19,1,1,True,True,True,3495.0
2069,25,WM,183,183,filler,3,,vi,201,1_19,1,b,Different,Different,True,569.0
2070,25,PV,53,53,critical,,,au,204,1_20,1,3,False,True,False,2107.0
2071,25,WM,53,53,critical,1,,vi,206,1_20,1,c,Same,Same,True,981.0
2072,25,PV,34,34,critical,,,vi,209,1_21,1,1,True,True,True,1428.0
2073,25,WM,34,34,critical,1,,au,211,1_21,1,c,Same,Same,True,991.0
2074,25,PV,127,127,filler,,,au,212,1_22,1,3,False,False,True,1869.0
2075,25,PV,50,50,critical,,,au,215,1_23,1,1,True,True,True,1467.0
2076,25,WM,50,50,critical,1,,vi,217,1_23,1,c,Same,Same,True,624.0
2077,25,PV,175,175,filler,,,F,220,1_24,1,3,False,True,False,1985.0
2078,25,WM,175,175,filler,3,,au,222,1_24,1,b,Different,Different,True,596.0
2079,25,PV,145,145,filler,,,F,223,1_25,1,3,False,False,True,1954.0
2080,25,PV,73,73,filler,,,vi,224,1_26,1,3,False,False,True,1631.0
2081,25,PV,46,46,critical,,,au,227,1_27,1,3,False,True,False,1977.0
2082,25,WM,46,46,critical,3,,au,229,1_27,1,c,Same,Same,True,967.0
2083,25,PV,41,41,critical,,,au,230,1_28,1,1,True,True,True,3279.0
2084,25,PV,158,158,filler,,,F,231,1_29,1,3,False,False,True,1598.0
2085,25,PV,124,124,filler,,,vi,234,1_30,1,3,False,False,True,2329.0
2086,25,WM,124,124,filler,3,,au,236,1_30,1,b,Different,Different,True,825.0
2087,25,PV,88,88,filler,,,vi,241,1_31,1,3,False,False,True,1882.0
2088,25,WM,88,88,filler,3,,vi,245,1_31,1,b,Different,Different,True,895.0
2089,25,PV,85,85,filler,,,vi,250,1_32,1,3,False,False,True,1168.0
2090,25,WM,85,85,filler,3,,vi,254,1_32,1,b,Different,Different,True,790.0
2091,25,PV,3,3,critical,,,vi,255,1_33,1,1,True,True,True,1099.0
2092,25,PV,2,2,critical,,,vi,256,1_34,1,1,True,True,True,969.0
2093,25,PV,128,128,filler,,,au,257,1_35,1,3,False,False,True,1400.0
2094,25,PV,59,59,critical,,,au,258,1_36,1,1,True,True,True,1062.0
2095,25,PV,79,79,filler,,,vi,261,1_37,1,3,False,False,True,2472.0
2096,25,WM,79,79,filler,1,,vi,263,1_37,1,b,Different,Different,True,775.0
2097,25,PV,21,21,critical,,,vi,264,1_38,1,1,True,True,True,1137.0
2098,25,PV,84,84,filler,,,vi,267,1_39,1,3,False,False,True,1729.0
2099,25,WM,84,84,filler,1,,vi,269,1_39,1,b,Different,Different,True,560.0
2100,25,PV,170,170,filler,,,F,270,1_40,1,1,True,True,True,1484.0
2101,25,PV,120,120,filler,,,vi,273,1_41,1,3,False,False,True,2778.0
2102,25,WM,120,120,filler,1,,au,275,1_41,1,b,Different,Different,True,1264.0
2103,25,PV,116,116,filler,,,vi,278,1_42,1,3,False,False,True,1172.0
2104,25,WM,116,116,filler,1,,au,280,1_42,1,b,Different,Different,True,603.0
2105,25,PV,108,108,filler,,,au,283,1_43,1,3,False,False,True,2083.0
2106,25,WM,108,108,filler,3,,au,285,1_43,1,b,Different,Different,True,740.0
2107,25,PV,95,95,filler,,,au,286,1_44,1,3,False,False,True,1970.0
2108,25,PV,177,177,filler,,,F,287,1_45,1,1,True,True,True,1308.0
2109,25,PV,44,44,critical,,,au,290,1_46,1,3,False,True,False,1935.0
2110,25,WM,44,44,critical,3,,au,292,1_46,1,c,Same,Same,True,809.0
2111,25,PV,62,62,critical,,,au,297,1_47,1,1,True,True,True,1398.0
2112,25,WM,62,62,critical,3,,vi,301,1_47,1,c,Same,Same,True,645.0
2113,25,PV,8,8,critical,,,vi,304,1_48,1,1,True,True,True,1941.0
2114,25,WM,8,8,critical,3,,au,306,1_48,1,c,Same,Same,True,572.0
2115,25,PV,173,173,filler,,,F,309,1_49,1,1,True,True,True,2186.0
2116,25,WM,173,173,filler,1,,au,311,1_49,1,b,Different,Different,True,509.0
2117,25,PV,140,140,filler,,,au,316,1_50,1,3,False,False,True,1524.0
2118,25,WM,140,140,filler,3,,vi,320,1_50,1,b,Different,Different,True,542.0
2119,25,PV,154,154,filler,,,F,325,1_51,1,3,False,False,True,1307.0
2120,25,WM,154,154,filler,3,,vi,329,1_51,1,c,Same,Same,True,917.0
2121,25,PV,72,72,critical,,,au,332,1_52,1,3,False,True,False,2255.0
2122,25,WM,72,72,critical,1,,au,334,1_52,1,c,Same,Same,True,589.0
2123,25,PV,113,113,filler,,,vi,335,1_53,1,3,False,False,True,1653.0
2124,25,PV,119,119,filler,,,vi,338,1_54,1,3,False,False,True,1803.0
2125,25,WM,119,119,filler,1,,au,340,1_54,1,b,Different,Different,True,499.0
2126,25,PV,159,159,filler,,,F,343,1_55,1,3,False,False,True,1080.0
2127,25,WM,159,159,filler,1,,au,345,1_55,1,c,Same,Same,True,643.0
2128,25,PV,27,27,critical,,,vi,350,1_56,1,1,True,True,True,1247.0
2129,25,WM,27,27,critical,3,,vi,354,1_56,1,c,Same,Same,True,387.0
2130,25,PV,56,56,critical,,,au,355,1_57,1,1,True,True,True,1437.0
2131,25,PV,38,38,critical,,,au,356,1_58,1,1,True,True,True,1023.0
2132,25,PV,104,104,filler,,,au,359,1_59,1,3,False,False,True,1243.0
2133,25,WM,104,104,filler,3,,au,361,1_59,1,b,Different,Different,True,1215.0
2134,25,PV,125,125,filler,,,vi,366,2_0,2,3,False,False,True,2018.0
2135,25,WM,125,125,filler,3,,au,368,2_0,2,b,Different,Different,True,1250.0
2136,25,PV,13,13,critical,,,vi,371,2_1,2,1,True,True,True,1180.0
2137,25,WM,13,13,critical,1,,vi,373,2_1,2,c,Same,Same,True,750.0
2138,25,PV,148,148,filler,,,F,374,2_2,2,3,False,False,True,1074.0
2139,25,PV,98,98,filler,,,au,377,2_3,2,3,False,False,True,2491.0
2140,25,WM,98,98,filler,1,,au,379,2_3,2,b,Different,Different,True,528.0
2141,25,PV,169,169,filler,,,F,380,2_4,2,1,True,True,True,1322.0
2142,25,PV,178,178,filler,,,F,381,2_5,2,1,True,True,True,1220.0
2143,25,PV,114,114,filler,,,vi,382,2_6,2,3,False,False,True,1911.0
2144,25,PV,122,122,filler,,,vi,385,2_7,2,3,False,False,True,2696.0
2145,25,WM,122,122,filler,3,,au,387,2_7,2,b,Different,Different,True,769.0
2146,25,PV,66,66,critical,,,au,392,2_8,2,1,True,True,True,1078.0
2147,25,WM,66,66,critical,3,,vi,396,2_8,2,c,Same,Same,True,1013.0
2148,25,PV,101,101,filler,,,au,399,2_9,2,3,False,False,True,2195.0
2149,25,WM,101,101,filler,1,,au,401,2_9,2,b,Different,Different,True,820.0
2150,25,PV,69,69,critical,,,au,404,2_10,2,1,True,True,True,5802.0
2151,25,WM,69,69,critical,1,,au,406,2_10,2,c,Same,Same,True,830.0
2152,25,PV,91,91,filler,,,au,407,2_11,2,3,False,False,True,1035.0
2153,25,PV,31,31,critical,,,vi,410,2_12,2,1,True,True,True,3021.0
2154,25,WM,31,31,critical,1,,au,412,2_12,2,c,Same,Same,True,744.0
2155,25,PV,39,39,critical,,,au,413,2_13,2,1,True,True,True,1373.0
2156,25,PV,52,52,critical,,,au,416,2_14,2,1,True,True,True,1065.0
2157,25,WM,52,52,critical,1,,vi,418,2_14,2,c,Same,Same,True,581.0
2158,25,PV,6,6,critical,,,vi,419,2_15,2,1,True,True,True,2035.0
2159,25,PV,25,25,critical,,,vi,424,2_16,2,1,True,True,True,1111.0
2160,25,WM,25,25,critical,3,,vi,428,2_16,2,b,Different,Same,False,910.0
2161,25,PV,80,80,filler,,,vi,431,2_17,2,3,False,False,True,1794.0
2162,25,WM,80,80,filler,1,,vi,433,2_17,2,c,Same,Different,False,1032.0
2163,25,PV,81,81,filler,,,vi,436,2_18,2,3,False,False,True,1499.0
2164,25,WM,81,81,filler,1,,vi,438,2_18,2,b,Different,Different,True,998.0
2165,25,PV,126,126,filler,,,vi,441,2_19,2,3,False,False,True,1202.0
2166,25,WM,126,126,filler,3,,au,443,2_19,2,b,Different,Different,True,739.0
2167,25,PV,144,144,filler,,,au,448,2_20,2,3,False,False,True,1472.0
2168,25,WM,144,144,filler,3,,vi,452,2_20,2,b,Different,Different,True,915.0
